BASIC5000_0001 みずをまれしあからかわなくてはならないのです
BASIC5000_0376 いてんにともないごがつさんじゅうにちさんじゅういちにちはきゅうぎょういたします
BASIC5000_0377 どうとくてきなにんはうそをついたりだましたりぬすんだりしない
BASIC5000_0378 べるがなるとすぐにせんせいがいっってきた
BASIC5000_0379 さくばんかれはひょっこりわたしをたずねてきた
BASIC5000_0380 べんはしっていることをすべてべんごしにはなすことにした
BASIC5000_0381 べとべんはぴあののところにいきそれにむかってすわりひきはじめる
BASIC5000_0382 どろはとうきをつくるのにひつようなざいりょうです
BASIC5000_0383 べつのだんらくでかれはこんまをひとついれた
BASIC5000_0384 なんかいくらいくんのぺっとにえさをあたえるひつようがありますか
BASIC5000_0385 ぶたのきもちがよくわかるくいっぱぐれはないがうえている
BASIC5000_0386 きばもないくせにほえまくるいぬとはちがうんだ
BASIC5000_0387 つくられたものでこのほうによらずできたものはひとつもない
BASIC5000_0388 ちへいせんのかなたににちがしずみかけている
BASIC5000_0389 ぱたそんのじっけんではあうとぷっとされたぶったいがでざいんされたもでるとかんぜんにいっちするかどうかふめいかくである
BASIC5000_0390 ぱそこんにくわえけいたいでんわでのりようがかのうです
BASIC5000_0391 ぱずるのここのぶぶんがしあがらない
BASIC5000_0392 ぱじゃますがたのぶらいあんがごぜんちゅういえでどくしょしている
BASIC5000_0393 ぱすぽとがみつからなかったときとてもあせった
BASIC5000_0394 ぱしふぃっくとうりにいくにはこのばすでいいんでしょうか
BASIC5000_0395 せいかいのりっこうほしゃはかていのかちについてぎろんすべきだ
BASIC5000_0396 ぱうえるべいこくこくむちょうかんのらいにちちゅうじけんはおこった
BASIC5000_0397 ぱいぷをくわえたそのしんしはゆうめいなひょうろんかです
BASIC5000_0398 でかけるまえにといれにいかなくていいの
BASIC5000_0399 へんとうせんがはれているきがするのですが
BASIC5000_0400 だされたものをたべなくてはいけません
BASIC5000_0401 けんにょうをましんにいれるだけでぐあいがわるいとこをしんだんしてたいしょほうをおしえてくれるんだ
BASIC5000_0402 まつしたはきょうそうかいしゃからそんけいのめでみられていますね
BASIC5000_0403 わたしをごぞんじのようですがわたしはあなたをしりません
BASIC5000_0404 じゅんさはいつものようにやかんのじゅんかいなかだった
BASIC5000_0405 でていきたいときにじゆうにでていっていいです
BASIC5000_0406 いでたちがなんとなくきぞくっぽいようなきがする
BASIC5000_0407 いだしがよければなかばやりとげたようなものだ
BASIC5000_0408 わたしもぱてぃにくるべきだとかれはつけくわえた
BASIC5000_0409 もけいふねをくみたてるのにわたしはいっしゅうかんいじょうかかった
BASIC5000_0410 わたしよりもははのほうがしけんのけっかをしんぱいしている
BASIC5000_0411 かんいべっどのくみたてほうをおしえてもらえますか
BASIC5000_0412 くがつでかのじょとしりあってまるいちねんへつことになる
BASIC5000_0413 おあいするのはいつがごつごうがよいかおしらせいただけますか
BASIC5000_0414 おやすみはあっというまにおわってしまった
BASIC5000_0415 やわらかいうるのほうがあらいうるよりこうかでそのどちらともないろんせいのじんこうせんいよりじょうとうである
BASIC5000_0416 ねんちょうのむすこたちはいまはちちおやからまったくどくりつしている
BASIC5000_0417 しょうのうはけつえきのふだんのきょうきゅうをひつようとする
BASIC5000_0418 かえってくるまでここでまっていてください
BASIC5000_0419 わかれたははのかおがまだめにのこっている
BASIC5000_0420 めいよにかかわるもんだいなのでかれはいかった
BASIC5000_0421 こうこがくしゃとはむかしのみんぞくのせいかつようしきについてのいとぐちをさがしもとめるひとたちである
BASIC5000_0422 てづかおさむのほんをいっしゅうかんくらいかしてくれますか
BASIC5000_0423 めいのあるにんたちはみんなれせぷしょんにしゅっせきしていた
BASIC5000_0424 こうほうのてきはげんじょうあくまでたいろをたつだけのそんざい
BASIC5000_0425 たいちょうをかいふくしていればかれはくるだろう
BASIC5000_0426 くうゆのおかげでたべものにきせつかんをかんじなくなったというおはなしです
BASIC5000_0427 かないのぐちをきくのはもううんざりしています
BASIC5000_0428 よほうはさらにこうせつがあるとつたえていた
BASIC5000_0429 とうようじんはもののみかたがわれわれとはちがう
BASIC5000_0430 こうれいしゃのけあについてかんがえなければならない
BASIC5000_0431 まだおとばいをうんてんしたことがないならぜひいちどためしてみるといい
BASIC5000_0432 まちがってあなたのてがみをひらけてしまってすみません
BASIC5000_0433 まったくほかのりゆうでかれにてがみをかいたのです
BASIC5000_0434 めがねをかければくんのしりょくはきょうせいされるだろう
BASIC5000_0435 まともなしごとにつかなければいけませんよ
BASIC5000_0436 べんざにおしっこしちゃったらちゃんとふくのよ
BASIC5000_0437 まことにすみませんがわたしのためにべんごしていただけませんか
BASIC5000_0438 まさかのときにそなえていくらかたくわえておかねばならない
BASIC5000_0439 まじめなへんじをくださるほうだけにしてください
BASIC5000_0440 ますますおおくのにんがそのばいたいのそうほうこうてきなせいしつをりようしようとやっきになっている
BASIC5000_0441 まずだいいちにりゅうこうはたちまちかわる
BASIC5000_0442 きじのながさはせんごをこえてはならない
BASIC5000_0443 またちかいうちにおめにかかりましょう
BASIC5000_0444 まぁかわいいあかちゃんわたしにもだかせてくれますか
BASIC5000_0445 まあそうこうふんしないでおすわりください
BASIC5000_0446 まいたたねはじぶんでかりとらなければならない
BASIC5000_0447 よそうされたとおりかれらはあまやかされた
BASIC5000_0448 なんきのぜつえんされたへやおよびよいひたはさうなのためのぜったいひつようである
BASIC5000_0449 れっしゃはとてもこんでいたのでうえのまでたちとおした
BASIC5000_0450 あくしゅをするときにはしせんをあわすべきだ
BASIC5000_0451 いたみがとてもひどかったのでねむれなかった
BASIC5000_0452 きんかはおもったよりはるかにかちがあった
BASIC5000_0453 ほんがへやのあちこちにちらばっていた
BASIC5000_0454 といれっとぺぱのかいおきがある
BASIC5000_0455 とうもろこしはがっしゅうこくのじゅうようなのうさくぶつだ
BASIC5000_0456 ぎゃんぶるはきっぱりととめなさい
BASIC5000_0457 しゅうぎいんのしょうすうはのぎせきはきゅうそくにむしばまれてきています
BASIC5000_0458 はんかくかたかなをいんたねっとじょうのいろんなところでつかえばいつかひんしゅくをかいまくることになるよ
